# Z-Coordinate, Y-Displacement
3.200000e-01, 1.398693e-01
3.250000e-01, 1.415033e-01
3.300000e-01, 1.431223e-01
3.350000e-01, 1.447260e-01
3.400000e-01, 1.463144e-01
3.450000e-01, 1.478873e-01
3.500000e-01, 1.494444e-01
3.550000e-01, 1.509856e-01
3.600000e-01, 1.525107e-01
3.650000e-01, 1.540196e-01
3.700000e-01, 1.555120e-01
3.750000e-01, 1.569879e-01
3.800000e-01, 1.584470e-01
3.850000e-01, 1.598891e-01
3.900000e-01, 1.613142e-01
3.950000e-01, 1.627221e-01
4.000000e-01, 1.641126e-01
4.050000e-01, 1.654855e-01
4.100000e-01, 1.668407e-01
4.150000e-01, 1.681782e-01
4.200000e-01, 1.694976e-01
4.250000e-01, 1.707990e-01
4.300000e-01, 1.720821e-01
4.350000e-01, 1.733468e-01
4.400000e-01, 1.745931e-01
4.450000e-01, 1.758207e-01
4.500000e-01, 1.770296e-01
4.550000e-01, 1.782197e-01
4.600000e-01, 1.793908e-01
4.650000e-01, 1.805428e-01
4.700000e-01, 1.816757e-01
4.750000e-01, 1.827893e-01
4.800000e-01, 1.838835e-01
4.850000e-01, 1.849582e-01
4.900000e-01, 1.860134e-01
4.950000e-01, 1.870489e-01
5.000000e-01, 1.880646e-01
5.050000e-01, 1.890605e-01
5.100000e-01, 1.900365e-01
5.150000e-01, 1.909924e-01
5.200000e-01, 1.919283e-01
5.250000e-01, 1.928440e-01
5.300000e-01, 1.937394e-01
5.350000e-01, 1.946144e-01
5.400000e-01, 1.954690e-01
5.450000e-01, 1.963031e-01
5.500000e-01, 1.971166e-01
5.550000e-01, 1.979095e-01
5.600000e-01, 1.986815e-01
5.650000e-01, 1.994328e-01
5.700000e-01, 2.001632e-01
5.750000e-01, 2.008725e-01
5.800000e-01, 2.015609e-01
5.850000e-01, 2.022280e-01
5.900000e-01, 2.028740e-01
5.950000e-01, 2.034987e-01
6.000000e-01, 2.041020e-01
6.050000e-01, 2.046839e-01
6.100000e-01, 2.052443e-01
6.149999e-01, 2.057831e-01
6.199999e-01, 2.063002e-01
6.249999e-01, 2.067957e-01
6.299999e-01, 2.072693e-01
6.349999e-01, 2.077212e-01
6.399999e-01, 2.081511e-01
6.449999e-01, 2.085591e-01
6.500000e-01, 2.089450e-01
6.550000e-01, 2.093089e-01
6.600000e-01, 2.096507e-01
6.650000e-01, 2.099702e-01
6.700000e-01, 2.102676e-01
6.750000e-01, 2.105427e-01
6.799999e-01, 2.107955e-01
6.849999e-01, 2.110260e-01
6.899999e-01, 2.112341e-01
6.949999e-01, 2.114198e-01
6.999999e-01, 2.115831e-01
7.049999e-01, 2.117240e-01
7.100000e-01, 2.118425e-01
7.150000e-01, 2.119385e-01
7.200000e-01, 2.120120e-01
7.250000e-01, 2.120630e-01
7.300000e-01, 2.120917e-01
7.350000e-01, 2.120978e-01
7.399999e-01, 2.120815e-01
7.449999e-01, 2.120428e-01
7.499999e-01, 2.119816e-01
7.549999e-01, 2.118981e-01
7.599999e-01, 2.117922e-01
7.649999e-01, 2.116639e-01
7.699999e-01, 2.115133e-01
7.750000e-01, 2.113404e-01
7.800000e-01, 2.111453e-01
7.850000e-01, 2.109279e-01
7.900000e-01, 2.106884e-01
7.950000e-01, 2.104268e-01
8.000000e-01, 2.101430e-01
8.049999e-01, 2.098372e-01
8.099999e-01, 2.095094e-01
8.149999e-01, 2.091597e-01
8.199999e-01, 2.087881e-01
8.249999e-01, 2.083946e-01
8.299999e-01, 2.079793e-01
8.350000e-01, 2.075422e-01
8.400000e-01, 2.070835e-01
8.450000e-01, 2.066031e-01
8.500000e-01, 2.061011e-01
8.550000e-01, 2.055776e-01
8.600000e-01, 2.050326e-01
8.649999e-01, 2.044662e-01
8.699999e-01, 2.038784e-01
8.749999e-01, 2.032693e-01
8.799999e-01, 2.026389e-01
8.849999e-01, 2.019874e-01
8.899999e-01, 2.013147e-01
8.949999e-01, 2.006209e-01
8.999999e-01, 1.999061e-01
9.049999e-01, 1.991704e-01
9.099999e-01, 1.984137e-01
9.149999e-01, 1.976363e-01
9.199999e-01, 1.968381e-01
9.249999e-01, 1.960192e-01
9.299999e-01, 1.951796e-01
9.349999e-01, 1.943196e-01
9.399999e-01, 1.934390e-01
9.449999e-01, 1.925381e-01
9.499999e-01, 1.916169e-01
9.549999e-01, 1.906754e-01
9.599999e-01, 1.897138e-01
9.649999e-01, 1.887321e-01
9.699999e-01, 1.877305e-01
9.749999e-01, 1.867091e-01
9.799999e-01, 1.856679e-01
9.849999e-01, 1.846070e-01
9.899999e-01, 1.835266e-01
9.949999e-01, 1.824267e-01
9.999999e-01, 1.813076e-01
1.005000e+00, 1.801692e-01
1.010000e+00, 1.790118e-01
1.015000e+00, 1.778354e-01
1.020000e+00, 1.766402e-01
1.025000e+00, 1.754263e-01
1.030000e+00, 1.741938e-01
1.035000e+00, 1.729430e-01
1.040000e+00, 1.716738e-01
1.045000e+00, 1.703866e-01
1.050000e+00, 1.690814e-01
1.055000e+00, 1.677584e-01
1.060000e+00, 1.664177e-01
1.065000e+00, 1.650595e-01
1.070000e+00, 1.636840e-01
1.075000e+00, 1.622912e-01
1.080000e+00, 1.608815e-01
1.085000e+00, 1.594548e-01
1.090000e+00, 1.580115e-01
1.095000e+00, 1.565517e-01
1.100000e+00, 1.550754e-01
1.105000e+00, 1.535830e-01
1.110000e+00, 1.520746e-01
1.115000e+00, 1.505503e-01
1.120000e+00, 1.490103e-01
1.125000e+00, 1.474548e-01
1.130000e+00, 1.458839e-01
1.135000e+00, 1.442978e-01
1.140000e+00, 1.426968e-01
1.145000e+00, 1.410809e-01
1.150000e+00, 1.394503e-01
1.155000e+00, 1.378051e-01
1.160000e+00, 1.361457e-01
1.165000e+00, 1.344720e-01
1.170000e+00, 1.327844e-01
1.175000e+00, 1.310830e-01
1.180000e+00, 1.293678e-01
1.185000e+00, 1.276392e-01
1.190000e+00, 1.258972e-01
1.195000e+00, 1.241421e-01
1.200000e+00, 1.223740e-01
1.205000e+00, 1.205931e-01
1.210000e+00, 1.187995e-01
1.215000e+00, 1.169935e-01
1.220000e+00, 1.151751e-01
1.225000e+00, 1.133446e-01
1.230000e+00, 1.115022e-01
1.235000e+00, 1.096480e-01
1.240000e+00, 1.077822e-01
1.245000e+00, 1.059051e-01
1.250000e+00, 1.040167e-01
1.255000e+00, 1.021172e-01
1.260000e+00, 1.002069e-01
1.265000e+00, 9.828602e-02
1.270000e+00, 9.635463e-02
1.275000e+00, 9.441300e-02
1.280000e+00, 9.246126e-02
1.285000e+00, 9.049971e-02
1.290000e+00, 8.852851e-02
1.295000e+00, 8.654787e-02
1.300000e+00, 8.455801e-02
1.305000e+00, 8.255913e-02
1.310000e+00, 8.055145e-02
1.315000e+00, 7.853519e-02
1.320000e+00, 7.651058e-02
1.325000e+00, 7.447783e-02
1.330000e+00, 7.243717e-02
1.335000e+00, 7.038882e-02
1.340000e+00, 6.833303e-02
1.345000e+00, 6.627001e-02
1.350000e+00, 6.420000e-02
1.355000e+00, 6.212322e-02
1.360000e+00, 6.003993e-02
1.365000e+00, 5.795034e-02
1.370000e+00, 5.585470e-02
1.375000e+00, 5.375323e-02
1.380000e+00, 5.164618e-02
1.385000e+00, 4.953378e-02
1.390000e+00, 4.741626e-02
1.395000e+00, 4.529387e-02
1.400000e+00, 4.316682e-02
1.405000e+00, 4.103531e-02
1.410000e+00, 3.889967e-02
1.415000e+00, 3.676008e-02
1.420000e+00, 3.461676e-02
1.425000e+00, 3.246995e-02
1.430000e+00, 3.031988e-02
1.435000e+00, 2.816676e-02
1.440000e+00, 2.601083e-02
1.445000e+00, 2.385231e-02
1.450000e+00, 2.169141e-02
1.455000e+00, 1.952837e-02
1.460000e+00, 1.736339e-02
1.465000e+00, 1.519670e-02
1.470000e+00, 1.302851e-02
1.475000e+00, 1.085905e-02
1.480000e+00, 8.688514e-03
1.485000e+00, 6.517128e-03
1.490000e+00, 4.345107e-03
1.495000e+00, 2.172657e-03
1.500000e+00, -1.756258e-09
1.505000e+00, -2.172665e-03
1.510000e+00, -4.345111e-03
1.515000e+00, -6.517136e-03
1.520000e+00, -8.688518e-03
1.525000e+00, -1.085905e-02
1.530000e+00, -1.302852e-02
1.535000e+00, -1.519671e-02
1.540000e+00, -1.736339e-02
1.545000e+00, -1.952837e-02
1.550000e+00, -2.169141e-02
1.555000e+00, -2.385231e-02
1.560000e+00, -2.601083e-02
1.565000e+00, -2.816677e-02
1.570000e+00, -3.031988e-02
1.575000e+00, -3.246995e-02
1.580000e+00, -3.461681e-02
1.585000e+00, -3.676013e-02
1.590000e+00, -3.889972e-02
1.595000e+00, -4.103537e-02
1.600000e+00, -4.316682e-02
1.605000e+00, -4.529387e-02
1.610000e+00, -4.741627e-02
1.615000e+00, -4.953378e-02
1.620000e+00, -5.164619e-02
1.625000e+00, -5.375324e-02
1.630000e+00, -5.585470e-02
1.635000e+00, -5.795034e-02
1.640000e+00, -6.003993e-02
1.645000e+00, -6.212323e-02
1.650000e+00, -6.420000e-02
1.655000e+00, -6.627001e-02
1.660000e+00, -6.833304e-02
1.665000e+00, -7.038883e-02
1.670000e+00, -7.243717e-02
1.675000e+00, -7.447783e-02
1.680000e+00, -7.651059e-02
1.685000e+00, -7.853520e-02
1.690000e+00, -8.055145e-02
1.695000e+00, -8.255913e-02
1.700000e+00, -8.455801e-02
1.705000e+00, -8.654792e-02
1.710000e+00, -8.852856e-02
1.715000e+00, -9.049975e-02
1.720000e+00, -9.246130e-02
1.725000e+00, -9.441300e-02
1.730000e+00, -9.635464e-02
1.735000e+00, -9.828602e-02
1.740000e+00, -1.002069e-01
1.745000e+00, -1.021172e-01
1.750000e+00, -1.040167e-01
1.755000e+00, -1.059051e-01
1.760000e+00, -1.077822e-01
1.765000e+00, -1.096480e-01
1.770000e+00, -1.115022e-01
1.775000e+00, -1.133446e-01
1.780000e+00, -1.151751e-01
1.785000e+00, -1.169935e-01
1.790000e+00, -1.187995e-01
1.795000e+00, -1.205931e-01
1.800000e+00, -1.223740e-01
1.805000e+00, -1.241421e-01
1.810000e+00, -1.258972e-01
1.815000e+00, -1.276392e-01
1.820000e+00, -1.293678e-01
1.825000e+00, -1.310830e-01
1.830000e+00, -1.327844e-01
1.835000e+00, -1.344720e-01
1.840000e+00, -1.361457e-01
1.845000e+00, -1.378051e-01
1.850000e+00, -1.394502e-01
1.855000e+00, -1.410808e-01
1.860000e+00, -1.426967e-01
1.865000e+00, -1.442978e-01
1.870000e+00, -1.458839e-01
1.875000e+00, -1.474547e-01
1.880000e+00, -1.490103e-01
1.885000e+00, -1.505503e-01
1.890000e+00, -1.520746e-01
1.895000e+00, -1.535830e-01
1.900000e+00, -1.550754e-01
1.905000e+00, -1.565517e-01
1.910000e+00, -1.580115e-01
1.915000e+00, -1.594548e-01
1.920000e+00, -1.608815e-01
1.925000e+00, -1.622912e-01
1.930000e+00, -1.636840e-01
1.935000e+00, -1.650595e-01
1.940000e+00, -1.664177e-01
1.945000e+00, -1.677584e-01
1.950000e+00, -1.690814e-01
1.955000e+00, -1.703866e-01
1.960000e+00, -1.716738e-01
1.965000e+00, -1.729430e-01
1.970000e+00, -1.741938e-01
1.975000e+00, -1.754262e-01
1.980000e+00, -1.766401e-01
1.985000e+00, -1.778353e-01
1.990000e+00, -1.790117e-01
1.995000e+00, -1.801692e-01
2.000000e+00, -1.813075e-01
2.005000e+00, -1.824267e-01
2.010000e+00, -1.835265e-01
2.015000e+00, -1.846070e-01
2.020000e+00, -1.856678e-01
2.025000e+00, -1.867091e-01
2.030000e+00, -1.877305e-01
2.035000e+00, -1.887321e-01
2.040000e+00, -1.897138e-01
2.045000e+00, -1.906754e-01
2.050000e+00, -1.916168e-01
2.055000e+00, -1.925381e-01
2.060000e+00, -1.934390e-01
2.065000e+00, -1.943196e-01
2.070000e+00, -1.951796e-01
2.075000e+00, -1.960191e-01
2.080000e+00, -1.968381e-01
2.085000e+00, -1.976363e-01
2.090000e+00, -1.984137e-01
2.095000e+00, -1.991704e-01
2.100000e+00, -1.999061e-01
2.105000e+00, -2.006209e-01
2.110000e+00, -2.013147e-01
2.115000e+00, -2.019874e-01
2.120000e+00, -2.026389e-01
2.125000e+00, -2.032693e-01
2.130000e+00, -2.038784e-01
2.135000e+00, -2.044662e-01
2.140000e+00, -2.050326e-01
2.145000e+00, -2.055776e-01
2.150000e+00, -2.061011e-01
2.155000e+00, -2.066031e-01
2.160000e+00, -2.070835e-01
2.165000e+00, -2.075422e-01
2.170000e+00, -2.079793e-01
2.175000e+00, -2.083946e-01
2.180000e+00, -2.087881e-01
2.185000e+00, -2.091597e-01
2.190000e+00, -2.095094e-01
2.195000e+00, -2.098372e-01
2.200000e+00, -2.101430e-01
2.205000e+00, -2.104268e-01
2.210000e+00, -2.106884e-01
2.215000e+00, -2.109279e-01
2.220000e+00, -2.111453e-01
2.225000e+00, -2.113404e-01
2.230000e+00, -2.115133e-01
2.235000e+00, -2.116639e-01
2.240000e+00, -2.117922e-01
2.245000e+00, -2.118981e-01
2.250000e+00, -2.119816e-01
2.255000e+00, -2.120428e-01
2.260000e+00, -2.120815e-01
2.265000e+00, -2.120978e-01
2.270000e+00, -2.120917e-01
2.275000e+00, -2.120630e-01
2.280000e+00, -2.120120e-01
2.285000e+00, -2.119384e-01
2.290000e+00, -2.118425e-01
2.295000e+00, -2.117240e-01
2.300000e+00, -2.115831e-01
2.305000e+00, -2.114198e-01
2.310000e+00, -2.112341e-01
2.315000e+00, -2.110260e-01
2.320000e+00, -2.107955e-01
2.325000e+00, -2.105427e-01
2.330000e+00, -2.102676e-01
2.335000e+00, -2.099702e-01
2.340000e+00, -2.096507e-01
2.345000e+00, -2.093089e-01
2.350000e+00, -2.089450e-01
2.355000e+00, -2.085591e-01
2.360000e+00, -2.081511e-01
2.365000e+00, -2.077212e-01
2.370000e+00, -2.072693e-01
2.375000e+00, -2.067957e-01
2.380000e+00, -2.063002e-01
2.385000e+00, -2.057831e-01
2.390000e+00, -2.052442e-01
2.395000e+00, -2.046839e-01
2.400000e+00, -2.041020e-01
2.405000e+00, -2.034987e-01
2.410000e+00, -2.028740e-01
2.415000e+00, -2.022280e-01
2.420000e+00, -2.015608e-01
2.425000e+00, -2.008725e-01
2.430000e+00, -2.001632e-01
2.435000e+00, -1.994328e-01
2.440000e+00, -1.986815e-01
2.445000e+00, -1.979095e-01
2.450000e+00, -1.971166e-01
2.455000e+00, -1.963031e-01
2.460000e+00, -1.954690e-01
2.465000e+00, -1.946144e-01
2.470000e+00, -1.937394e-01
2.475000e+00, -1.928440e-01
2.480000e+00, -1.919283e-01
2.485000e+00, -1.909925e-01
2.490000e+00, -1.900365e-01
2.495000e+00, -1.890605e-01
2.500000e+00, -1.880646e-01
2.505000e+00, -1.870489e-01
2.510000e+00, -1.860134e-01
2.515000e+00, -1.849582e-01
2.520000e+00, -1.838835e-01
2.525000e+00, -1.827893e-01
2.530000e+00, -1.816757e-01
2.535000e+00, -1.805428e-01
2.540000e+00, -1.793908e-01
2.545000e+00, -1.782196e-01
2.550000e+00, -1.770296e-01
2.555000e+00, -1.758207e-01
2.560000e+00, -1.745931e-01
2.565000e+00, -1.733468e-01
2.570000e+00, -1.720821e-01
2.575000e+00, -1.707989e-01
2.580000e+00, -1.694976e-01
2.585000e+00, -1.681782e-01
2.590000e+00, -1.668408e-01
2.595000e+00, -1.654855e-01
2.600000e+00, -1.641126e-01
2.605000e+00, -1.627221e-01
2.610000e+00, -1.613143e-01
2.615000e+00, -1.598891e-01
2.620000e+00, -1.584470e-01
2.625000e+00, -1.569879e-01
2.630000e+00, -1.555120e-01
2.635000e+00, -1.540196e-01
2.640000e+00, -1.525107e-01
2.645000e+00, -1.509856e-01
2.650000e+00, -1.494444e-01
2.655000e+00, -1.478873e-01
2.660000e+00, -1.463145e-01
2.665000e+00, -1.447260e-01
2.670000e+00, -1.431222e-01
2.675000e+00, -1.415033e-01
2.680000e+00, -1.398693e-01
2.685000e+00, -1.382205e-01
2.690000e+00, -1.365571e-01
2.695000e+00, -1.348792e-01
2.700000e+00, -1.331870e-01
2.705000e+00, -1.314808e-01
2.710000e+00, -1.297605e-01
2.715000e+00, -1.280267e-01
2.720000e+00, -1.262791e-01
2.725000e+00, -1.245184e-01
2.730000e+00, -1.227443e-01
2.735000e+00, -1.209574e-01
2.740000e+00, -1.191576e-01
2.745000e+00, -1.173452e-01
2.750000e+00, -1.155203e-01
2.755000e+00, -1.136832e-01
2.760000e+00, -1.118339e-01
2.765000e+00, -1.099728e-01
2.770000e+00, -1.080998e-01
2.775000e+00, -1.062156e-01
2.780000e+00, -1.043196e-01
2.785000e+00, -1.024128e-01
2.790000e+00, -1.004946e-01
2.795000e+00, -9.856602e-02
2.800000e+00, -9.662618e-02
2.805000e+00, -9.467661e-02
2.810000e+00, -9.271587e-02
2.815000e+00, -9.074604e-02
2.820000e+00, -8.876507e-02
2.825000e+00, -8.677574e-02
2.830000e+00, -8.477522e-02
2.835000e+00, -8.276719e-02
2.840000e+00, -8.074775e-02
2.845000e+00, -7.872172e-02
2.850000e+00, -7.668411e-02
2.855000e+00, -7.464097e-02
2.860000e+00, -7.258572e-02
2.865000e+00, -7.052626e-02
2.870000e+00, -6.845399e-02
2.875000e+00, -6.637898e-02
2.880000e+00, -6.429029e-02
2.885000e+00, -6.220044e-02
2.890000e+00, -6.009596e-02
2.895000e+00, -5.799193e-02
2.900000e+00, -5.587238e-02
2.905000e+00, -5.375477e-02
2.910000e+00, -5.162111e-02
2.915000e+00, -4.949057e-02
2.920000e+00, -4.734422e-02
2.925000e+00, -4.520179e-02
2.930000e+00, -4.304506e-02
2.935000e+00, -4.089269e-02
2.940000e+00, -3.872951e-02
2.945000e+00, -3.657113e-02
2.950000e+00, -3.440804e-02
2.955000e+00, -3.225094e-02
2.960000e+00, -3.009820e-02
2.965000e+00, -2.795464e-02
2.970000e+00, -2.582693e-02
2.975000e+00, -2.371499e-02
2.980000e+00, -2.163134e-02
2.985000e+00, -1.957330e-02
2.990000e+00, -1.755519e-02
2.995000e+00, -1.557436e-02
3.000000e+00, -1.363913e-02
